realm_levy_diminishing_1;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_32_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_33;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_33_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_34;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_34_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_35;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_35_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_36;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_36_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_37;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_37_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_38;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_38_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_39;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_39_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_40;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_40_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_41;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_41_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_42;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_42_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_43;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_43_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_44;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_44_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_45;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_45_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_46;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_46_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_47;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_47_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_48;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_48_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_49;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_49_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_50;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_50_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_51;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_51_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_52;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_52_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_53;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_53_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_54;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_54_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_55;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_55_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_56;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_56_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_57;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_57_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_58;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_58_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_59;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_59_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_60;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_60_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_61;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_61_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_62;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_62_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x
realm_levy_diminishing_63;Vast Realm;Vaste royaume;Weites Reich;;Reino vasto;;;;;;;;;x
realm_levy_diminishing_63_desc;Our realm is so large that the efficiency of levy mobilization is somewhat reduced.;Notre domaine est si vaste que l'efficacité de la mobilisation des prélèvements est quelque peu réduite.;Unser Reich ist so groß, dass die Effizienz der Abgabenmobilisierung etwas eingeschränkt ist.;;Nuestro ámbito es tan grande que la eficiencia de la movilización de impuestos se reduce un poco.;;;;;;;;;x